Year_date,awardeeCounty,Column,awardAgencyCode,day_date,estimatedTotalAmt,expDate 1,expDate 2,expDate 3,fundAgencyCode,fundsObligatedAmt,month_date,parentDunsNumber,poPhone
1989,East Lansing,27.0,4900.0,17.0,259000.0,7.5,31.0,1995.0,4900.0,83134.0,11.0,53343976.0,
1989,El Paso,1.0,4900.0,28.0,2899390.0,2.0,28.0,1995.0,4900.0,,8.0,42000273.0,
1989,Eugene,132.33333333333334,4900.0,13.0,763066.0,4.666666666666667,30.0,1995.0,4900.0,329418.6666666667,8.666666666666666,49793995.0,
1989,Fairbanks,3.0,4900.0,4.0,382276.0,10.0,30.0,1993.0,4900.0,,5.0,48679567.0,
1989,Fayetteville,9.0,4900.0,28.0,559913.0,10.0,31.0,1995.0,4900.0,35598.0,4.0,55600001.0,
1989,Flagstaff,6.0,4900.0,17.0,398702.0,12.0,31.0,1993.0,4900.0,,7.0,806345542.0,
1989,Fort Collins,175.5,4900.0,20.0,1826013.5,11.0,31.0,1995.5,4900.0,378273.0,5.5,948905492.0,
1989,Gainesville,22.0,4900.0,29.0,230500.0,11.0,30.0,1993.0,4900.0,,11.0,159621697.0,
1989,Grambling,55.0,4900.0,20.0,720426.0,9.0,30.0,1996.0,4900.0,179853.0,9.0,939855565.0,
1989,Greensboro,59.0,4900.0,12.0,1601000.0,2.0,28.0,1995.0,4900.0,230000.0,9.0,71576482.0,
1989,Hadley,165.0,4900.0,23.0,212000.0,2.0,29.0,1996.0,4900.0,100000.0,6.0,79520631.0,
1989,Hanover,63.5,4900.0,8.0,198669.5,9.0,30.5,1994.0,4900.0,50681.0,10.0,41027822.0,
1989,Honolulu,82.33333333333333,4900.0,24.666666666666668,575937.3333333334,5.666666666666667,29.333333333333332,1994.6666666666667,4900.0,132744.66666666666,8.0,9438664.0,
1989,Houston,129.0,4900.0,25.0,822860.0,1.0,31.0,1995.0,4900.0,160000.0,7.0,50299031.0,
1989,Iowa City,169.0,4900.0,22.5,317000.0,9.0,30.5,1994.5,4900.0,72500.0,6.0,62761671.0,
1989,Irving,0.0,4900.0,9.0,810918.0,10.0,30.0,1993.0,4900.0,,11.0,55329239.0,
1989,Ithaca,63.0,4900.0,28.0,249500.0,8.0,31.0,1995.0,4900.0,,8.0,2254837.0,
1989,Johnson City,66.0,4900.0,25.0,277244.0,3.0,31.0,1997.0,4900.0,92511.0,8.0,878135631.0,
1989,Key Biscayne,202.0,4900.0,8.0,505997.0,4.0,30.0,1995.0,4900.0,105886.0,5.0,4146619.0,
1989,La Jolla,124.5,4900.0,22.0,1449000.0,8.0,31.0,1996.0,4900.0,,9.0,71549000.0,
1989,Lincoln,173.5,4900.0,20.5,105106.5,9.0,30.5,1995.5,4900.0,30952.0,4.5,68662618.0,
1989,Little Rock,57.0,4900.0,18.0,820607.0,4.0,30.0,1995.0,4900.0,,9.0,55600001.0,
1989,Livonia,65.0,4900.0,28.0,453206.0,6.0,30.0,1995.0,4900.0,165919.0,8.0,72773054.0,
1989,Los Angeles,121.2,4900.0,11.0,976175.8,7.2,30.6,1995.8,4900.0,171500.0,7.2,72933393.0,
1989,Madison,142.0,4900.0,14.0,178070.0,7.0,31.0,1997.0,4900.0,,7.0,41188822.0,
1989,Meadville,99.0,4900.0,9.0,136500.0,3.0,31.0,1995.0,4900.0,64000.0,8.0,74973918.0,
1989,Menlo Park,10.0,4900.0,20.0,7715349.0,4.0,30.0,1994.0,4900.0,848973.0,3.0,9232752.0,
1989,Minneapolis,138.88888888888889,4900.0,13.11111111111111,289523.1111111111,5.888888888888889,30.555555555555557,1994.7777777777778,4900.0,74214.28571428571,6.777777777777778,117178941.0,
1989,Moscow,236.0,4900.0,3.0,1960000.0,10.0,30.0,1993.0,4900.0,,5.0,75746271.0,
1989,New Haven,129.33333333333334,4900.0,15.333333333333334,327008.3333333333,7.333333333333333,30.666666666666668,1995.0,4900.0,62252.666666666664,6.333333333333333,43207562.0,
1989,New Orleans,34.0,4900.0,2.0,132818.0,2.0,28.0,1994.0,4900.0,,11.0,53785812.0,7032928759.0
1989,New York,112.6,4900.0,16.8,2052136.3,7.0,30.6,1994.9,4900.0,235409.88888888888,7.5,135135302.6,
1989,Orono,64.0,4900.0,28.0,255655.0,12.0,31.0,1993.0,4900.0,,8.0,71750426.0,
1989,Pasadena,115.08333333333333,4900.0,21.083333333333332,573002.5,7.0,30.333333333333332,1994.5,4900.0,229220.0,7.75,9584210.0,7032928339.0
1989,Philadelphia,106.0,4900.0,15.666666666666666,504798.6666666667,9.166666666666666,30.666666666666668,1994.5,4900.0,64436.166666666664,7.166666666666667,42250712.0,
1989,Piscataway,194.33333333333334,4900.0,12.666666666666666,340742.3333333333,4.666666666666667,30.666666666666668,1994.3333333333333,4900.0,42200.0,4.333333333333333,1912864.0,
1989,Pittsburgh,36.0,4900.0,2.0,473433.0,4.0,30.0,1996.0,4900.0,250408.0,11.0,4514360.0,
1989,Portland,80.0,4900.0,21.0,1727687.0,7.0,31.0,1994.0,4900.0,51818.0,8.0,53596250.0,
1989,Potsdam,100.0,4900.0,8.0,274275.0,1.0,31.0,1995.0,4900.0,62275.0,8.0,41590993.0,
1989,Princeton,149.0,4900.0,10.0,249500.0,12.0,31.0,1994.0,4900.0,62500.0,7.0,2484665.0,
1989,Providence,127.0,4900.0,11.0,353997.71428571426,6.142857142857143,30.571428571428573,1994.5714285714287,4900.0,112596.14285714286,6.285714285714286,1785542.0,
1989,Provo,204.0,4900.0,5.0,15549844.0,4.0,30.0,2000.0,4900.0,7302343.0,5.0,1940170.0,
1989,Reston,28.0,4900.0,18.0,11808860.0,9.5,31.0,1995.5,4900.0,3857614.0,6.0,157697947.0,
1989,Riverside,154.0,4900.0,5.0,211520.0,11.0,30.0,1995.0,4900.0,100000.0,7.0,71549000.0,
1989,Rochester,136.0,4900.0,10.833333333333334,532629.5,7.666666666666667,30.666666666666668,1994.8333333333333,4900.0,88457.5,7.0,41294109.0,
1989,Salsbury Cove,122.0,4900.0,26.0,215102.0,3.0,31.0,1995.0,4900.0,39478.0,9.0,,
1989,Salt Lake City,150.0,4900.0,7.0,249082.0,12.0,31.0,1994.0,4900.0,62918.0,7.0,9095365.0,
1989,San Francisco,62.0,4900.0,5.0,50000.0,8.0,31.0,1994.0,4900.0,,9.0,,
1989,Santa Barbara,130.0,4900.0,24.0,247382.0,7.0,31.0,1995.0,4900.0,,7.0,71549000.0,
1989,Seattle,120.77777777777777,4900.0,17.11111111111111,245645.66666666666,6.444444444444445,30.444444444444443,1995.0,4900.0,84597.57142857143,7.555555555555555,46736587.0,7032920000.0
1989,Stony Brook,105.0,4900.0,6.0,302796.5,5.0,30.5,1995.5,4900.0,76546.5,8.0,20657151.0,
1989,Storrs Mansfield,217.0,4900.0,27.0,176009.0,4.0,30.0,1994.0,4900.0,,2.0,,
1989,Syracuse,229.0,4900.0,27.0,1724053.0,6.0,30.0,1994.0,4900.0,350000.0,1.0,2257350.0,
1989,Tempe,204.5,4900.0,26.0,46448.0,6.0,30.0,1996.0,4900.0,23210.0,1.0,806345658.0,
1989,Torrance,119.0,4900.0,1.0,427419.0,5.0,31.0,1995.0,4900.0,,8.0,,
1989,Troy,152.66666666666666,4900.0,24.0,194733.33333333334,4.666666666666667,31.0,1994.6666666666667,4900.0,52792.0,7.0,2430742.0,
1989,Tucson,119.8,4900.0,17.2,703846.2,6.2,29.8,1994.6,4900.0,110880.0,8.4,72459266.0,
1989,University Park,68.0,4900.0,24.0,249500.0,12.0,31.0,1994.0,4900.0,62500.0,8.0,3403953.0,
1989,Waltham,213.0,4900.0,22.0,1466101.0,2.0,28.0,1995.0,4900.0,,3.0,76583830.0,
1989,Washington,47.0,4900.0,16.5,3264767.75,8.5,30.5,1993.75,4900.0,41027.0,7.0,31128726.0,
1989,Wellesley Hills,128.0,4900.0,25.0,121264.0,8.0,31.0,1995.0,4900.0,56336.0,7.0,76572965.0,
1989,West Lafayette,163.5,4900.0,14.833333333333334,362524.6666666667,6.166666666666667,30.166666666666668,1994.8333333333333,4900.0,102086.66666666667,4.333333333333333,72051394.0,
1989,Woods Hole,115.33333333333333,4900.0,21.666666666666668,437066.6666666667,7.666666666666667,31.0,1994.3333333333333,4900.0,96666.66666666667,7.666666666666667,1766682.0,
1990,Akron,389.0,4900.0,20.0,490000.0,10.0,31.0,1995.0,4900.0,130000.0,4.0,45207552.0,
1990,Albuquerque,113.66666666666667,4900.0,26.666666666666668,323086.6666666667,4.666666666666667,30.666666666666668,1995.3333333333333,4900.0,111250.0,6.333333333333333,784121725.0,
1990,Ames,333.1666666666667,4900.0,21.0,233262.16666666666,5.5,29.666666666666668,1994.6666666666667,4900.0,86500.0,7.333333333333333,5309844.0,
1990,Amherst,64.0,4900.0,21.0,1425835.0,4.0,30.0,1994.0,4900.0,483765.0,12.0,81583551.0,
1990,Andover,561.0,4900.0,3.0,776629.0,9.0,30.0,1995.0,4900.0,,5.0,,
1990,Ann Arbor,256.0,4900.0,21.42105263157895,397346.4210526316,7.631578947368421,30.63157894736842,1994.6842105263158,4900.0,192538.75,8.263157894736842,73133571.0,7032927721.0
1990,Appleton,282.0,4900.0,25.0,53955.0,3.0,31.0,1994.0,4900.0,2411.0,7.0,41410226.0,
1990,Athens,301.14285714285717,4900.0,15.857142857142858,760887.4285714285,8.571428571428571,30.428571428571427,1995.0,4900.0,296053.0,7.428571428571429,,
1990,Atlanta,264.72727272727275,4900.0,20.90909090909091,258443.27272727274,5.090909090909091,30.90909090909091,1994.6363636363637,4900.0,52925.0,7.909090909090909,105837240.81818181,
1990,Auburn,201.0,4900.0,23.0,133401.0,1.0,31.0,1994.0,4900.0,4800.0,8.0,66470972.0,
1990,Austin,370.0,4900.0,22.5,314635.0,4.5,31.0,1994.0,4900.0,,7.5,42000273.0,
1990,Baltimore,332.5,4900.0,10.833333333333334,338524.3333333333,7.5,30.833333333333332,1994.3333333333333,4900.0,78160.0,7.333333333333333,2134995.5,
1990,Bar Harbor,494.5,4900.0,27.0,765000.0,12.0,31.0,1995.0,4900.0,435000.0,6.0,42140483.0,
1990,Baton Rouge,205.0,4900.0,21.0,30865.0,12.0,31.0,1993.0,4900.0,,8.0,940050792.0,
1990,Berkeley,319.5,4900.0,21.5,892230.5,12.0,31.0,1993.0,4900.0,,5.0,71549000.0,
1990,Bethlehem,112.0,4900.0,16.0,264000.0,4.0,30.0,1994.0,4900.0,90095.0,11.0,68570936.0,
1990,Birmingham,407.5,4900.0,14.0,293894.0,1.0,31.0,1995.0,4900.0,0.0,8.0,808245794.0,
1990,Blacksburg,318.0,4900.0,15.5,692500.0,12.0,31.0,1994.0,4900.0,280000.0,6.5,3137015.0,
1990,Bloomington,248.9,4900.0,20.6,2908780.0,8.1,30.4,1995.1,4900.0,1334074.375,9.8,6046700.0,7032925140.0
1990,Boston,237.0,4900.0,26.75,477278.75,8.0,30.25,1994.0,4900.0,54900.0,7.75,13426539.75,
1990,Boulder,248.0,4900.0,28.0,6228466.333333333,5.666666666666667,29.333333333333332,1996.0,4900.0,68718.0,6.333333333333333,7431505.0,
1990,Bozeman,456.3333333333333,4900.0,14.666666666666666,6246591.666666667,7.333333333333333,30.0,1996.6666666666667,4900.0,4504342.0,7.0,79602596.0,
1990,Brighton,360.0,4900.0,5.0,300000.0,10.0,31.0,1994.0,4900.0,,9.0,43412295.0,
1990,Bronx,530.0,4900.0,25.0,593587.0,10.0,31.0,1995.0,4900.0,,7.0,75209650.0,
1990,Brooklyn,307.5,4900.0,10.0,318474.0,10.0,30.0,1994.0,4900.0,106000.0,4.5,73268849.0,
1990,Buffalo,284.2,4900.0,18.0,240690.0,8.0,31.0,1995.2,4900.0,107032.2,8.4,20657151.0,
1990,COLLEGE PARK,230.46153846153845,4900.0,11.615384615384615,326872.6923076923,5.538461538461538,30.846153846153847,1995.4615384615386,4900.0,140210.33333333334,9.538461538461538,4575465.923076923,
1990,Cambridge,312.7083333333333,4900.0,20.208333333333332,794997.25,6.541666666666667,30.333333333333332,1995.125,4900.0,452710.36842105264,7.166666666666667,3899095.0434782607,
1990,Carbondale,218.0,4900.0,16.0,255164.0,5.0,30.0,1995.0,4900.0,67000.0,8.5,143941909.0,
1990,Carson,562.0,4900.0,2.0,792688.0,7.0,31.0,1994.0,4900.0,,5.0,947381554.0,
1990,Champaign,281.8636363636364,4900.0,15.090909090909092,1319116.4090909092,5.863636363636363,30.863636363636363,1995.3181818181818,4900.0,682205.7894736842,7.545454545454546,41544081.0,7032922393.666667
1990,Charlottesville,116.66666666666667,4900.0,20.333333333333332,356880.6666666667,5.0,30.0,1995.3333333333333,4900.0,,8.333333333333334,65391526.0,
1990,Chicago,249.33333333333334,4900.0,19.761904761904763,797749.6666666666,6.619047619047619,30.761904761904763,1995.2380952380952,4900.0,148518.86666666667,8.666666666666666,18847067.0,7032927420.0
1990,Cincinnati,332.0,4900.0,21.0,241006.66666666666,1.3333333333333333,30.0,1994.3333333333333,4900.0,125000.0,6.666666666666667,41064767.0,
1990,Clemson,417.0,4900.0,1.0,463633.0,8.0,31.0,1994.0,4900.0,,3.0,42629816.0,
1990,Cleveland,538.0,4900.0,16.0,129088.0,9.0,30.0,1994.0,4900.0,7500.0,7.0,77758407.0,
1990,Cold Spring Harbor,430.0,4900.0,29.0,252614.0,12.0,31.0,1993.0,4900.0,,6.0,65968786.0,
1990,College Station,334.1666666666667,4900.0,12.666666666666666,274983.0,5.5,30.5,1995.3333333333333,4900.0,102854.16666666667,7.666666666666667,60754390.0,
1990,Columbia,277.3333333333333,4900.0,27.0,442257.3333333333,8.0,30.666666666666668,1994.6666666666667,4900.0,117344.0,4.666666666666667,29700865.333333332,
1990,Columbus,279.6,4900.0,17.0,183351.8,7.2,30.0,1994.2,4900.0,61144.0,8.6,,
1990,Cookeville,485.0,4900.0,13.0,324000.0,2.0,28.0,1997.0,4900.0,202500.0,9.0,878648153.0,
1990,Corona,210.5,4900.0,30.0,773122.0,8.0,31.0,1994.0,4900.0,76749.0,8.0,,
1990,Corvallis,245.25,4900.0,11.125,959427.875,8.375,30.75,1993.75,4900.0,112701.83333333333,8.25,53599908.0,
1990,Davis,397.0,4900.0,13.0,350828.5,6.5,31.0,1995.0,4900.0,,7.0,71549000.0,
1990,Decatur,362.0,4900.0,4.0,28302.0,3.0,30.0,1994.0,4900.0,10633.0,9.0,,
1990,Denver,224.0,4900.0,7.5,167784.0,5.0,30.0,1994.0,4900.0,54267.0,9.0,7431760.0,
1990,Des Moines,141.0,4900.0,31.0,97337.0,6.0,30.0,1994.0,4900.0,33373.0,10.0,41103730.0,
1990,Detroit,400.75,4900.0,19.25,296866.5,6.5,31.0,1996.0,4900.0,190846.75,7.5,1962224.0,
1990,Durham,380.0,4900.0,2.0,383351.0,4.0,30.0,1996.0,4900.0,161142.0,5.0,44387793.0,
1990,East Boothbay,500.0,4900.0,24.0,1247182.0,8.0,31.0,1996.0,4900.0,600849.0,8.0,,
1990,East Lansing,225.66666666666666,4900.0,11.666666666666666,676993.3333333334,6.666666666666667,30.0,1995.3333333333333,4900.0,150000.0,7.333333333333333,53343976.0,7032927181.0
1990,Eugene,336.75,4900.0,27.0,303482.0,3.25,30.75,1995.75,4900.0,120237.5,6.75,49793995.0,7032920000.0
1990,Fairbanks,403.0,4900.0,26.0,250000.0,6.0,30.0,1994.0,4900.0,7902.0,3.0,48679567.0,
1990,Fayetteville,436.5,4900.0,1.0,222000.0,4.0,30.0,1994.0,4900.0,68000.0,8.0,55600001.0,
1990,Flagstaff,548.0,4900.0,12.0,913740.0,10.0,31.0,1994.0,4900.0,,6.0,806345542.0,
1990,Flushing,547.0,4900.0,14.0,142500.0,10.0,30.0,1993.0,4900.0,5000.0,6.0,73268849.0,
1990,Fort Collins,228.75,4900.0,10.375,833743.625,8.375,30.625,1994.625,4900.0,548815.4285714285,8.75,948905492.0,
1990,Frankfort,147.0,4900.0,25.0,249411.0,3.0,31.0,1994.0,4900.0,,9.0,71317788.0,
1990,Fullerton,388.5,4900.0,19.5,325661.5,2.0,31.0,1994.0,4900.0,18750.0,5.0,79861876.0,
1990,Greenville,108.0,4900.0,19.0,240000.0,6.0,30.0,1994.0,4900.0,70000.0,11.0,44937407.0,
1990,Hadley,296.25,4900.0,23.0,306505.0,6.125,30.625,1994.625,4900.0,103491.25,7.625,79520631.0,
1990,Hampton,1.0,4900.0,24.0,329903.0,2.0,28.0,1994.0,4900.0,,9.0,3135068.0,
1990,Hanover,264.8333333333333,4900.0,17.666666666666668,239896.0,7.333333333333333,30.333333333333332,1994.8333333333333,4900.0,129166.16666666667,8.666666666666666,41027822.0,
1990,Holland,551.0,4900.0,4.0,86603.0,12.0,31.0,1993.0,4900.0,3919.0,6.0,50947084.0,
1990,Honolulu,261.0,4900.0,14.8,348321.2,5.2,29.4,1995.4,4900.0,127563.0,7.6,9438664.0,7032924715.0
1990,Houston,389.0,4900.0,23.666666666666668,564716.3333333334,6.333333333333333,29.666666666666668,1993.6666666666667,4900.0,,5.0,50570464.0,
1990,Hyattsville,34.0,4900.0,8.0,252120.0,8.0,31.0,1996.0,4900.0,,8.0,,7032927269.0
1990,Iowa City,576.0,4900.0,7.0,318000.0,12.0,31.0,1993.0,4900.0,111000.0,2.0,62761671.0,
1990,Ithaca,492.0,4900.0,9.0,15347545.0,3.0,31.0,1996.0,4900.0,,9.0,2254837.0,
1990,Kent,60.0,4900.0,27.0,2660000.0,1.0,31.0,2002.0,4900.0,20968000.0,12.0,41071101.0,
1990,Key Biscayne,147.0,4900.0,30.0,617825.0,9.0,30.0,1994.0,4900.0,442950.0,10.0,4146619.0,
1990,Kingston,171.5,4900.0,27.0,313550.0,3.5,31.0,1995.0,4900.0,149300.0,9.5,75705780.0,
1990,Knoxville,306.5,4900.0,22.0,243750.0,4.0,30.0,1994.0,4900.0,81250.0,10.25,3387891.0,
1990,La Grande,327.0,4900.0,8.0,396009.0,9.0,30.0,1994.0,4900.0,,8.0,10731065.0,
1990,La Jolla,571.0,4900.0,22.0,14546493.0,3.0,31.0,1994.0,4900.0,,3.0,71549000.0,
1990,Laramie,272.0,4900.0,18.5,725651.5,7.5,31.0,1994.5,4900.0,348710.0,9.0,69690956.0,
1990,Las Cruces,430.0,4900.0,13.5,770565.0,11.0,31.0,1995.5,4900.0,152442.5,4.5,861367373.0,
1990,Lexington,383.0,4900.0,25.0,1004040.0,10.0,30.0,1993.0,4900.0,,4.0,7400724.0,
1990,Lincoln,75.0,4900.0,15.0,579000.0,5.0,31.0,1994.0,4900.0,85000.0,8.5,68662618.0,
